State,Account_length,Area_code,International_plan,Voice_mail_plan,Num_vmail_messages,Total_day_minutes,Total_day_calls,Total_eve_minutes,Total_eve_calls,Total_night_minutes,Total_night_calls,Total_intl_minutes,Total_intl_calls,Customer_service_calls,Total_day_charge,Total_eve_charge,Total_night_charge,Total_intl_charge,Churn
IN,153,415,no,no,2,164.4,21,205.6,129,131.3,53,7.8,5,5,27.95,17.48,5.91,2.11,1
FL,91,408,no,no,48,180.4,46,172.5,22,235.0,150,14.4,10,3,30.67,14.66,10.58,3.89,0
FL,174,408,no,yes,29,137.2,92,176.1,97,292.6,162,9.8,1,1,23.32,14.97,13.17,2.65,0
OH,87,510,no,yes,30,277.4,157,235.2,157,268.7,53,7.2,5,2,47.16,19.99,12.09,1.94,0
KY,158,415,no,no,33,99.4,1,188.3,9,187.7,61,9.4,17,3,16.9,16.01,8.45,2.54,0
KY,237,408,yes,no,18,183.1,142,241.3,64,150.6,134,8.4,13,0,31.13,20.51,6.78,2.27,0
TX,175,510,no,yes,19,200.6,46,197.7,21,209.4,172,7.7,11,6,34.1,16.8,9.42,2.08,0
OH,215,415,no,no,22,182.2,26,142.8,51,210.2,12,14.2,8,4,30.97,12.14,9.46,3.83,0
FL,177,510,no,no,39,169.7,26,165.4,110,249.8,114,10.0,12,8,28.85,14.06,11.24,2.7,0
CA,175,408,no,no,24,159.6,140,320.9,160,202.8,38,12.8,19,5,27.13,27.28,9.13,3.46,1
OH,84,408,no,yes,14,136.6,144,195.0,79,221.7,83,11.1,0,7,23.22,16.58,9.98,3.0,0
TX,82,415,no,no,37,135.7,74,119.2,157,150.9,145,11.3,7,8,23.07,10.13,6.79,3.05,0
TX,146,510,no,no,22,242.6,9,143.1,151,239.9,149,10.0,8,5,41.24,12.16,10.8,2.7,0
OH,194,415,no,yes,51,156.1,120,164.4,132,131.1,163,8.8,16,6,26.54,13.97,5.9,2.38,1
TX,68,408,no,no,1,295.1,32,155.3,52,166.1,104,13.5,12,5,50.17,13.2,7.47,3.65,0
OH,222,408,no,no,14,216.1,164,145.0,22,232.4,111,11.8,3,5,36.74,12.32,10.46,3.19,0
IN,161,510,no,yes,51,35.9,125,273.1,105,269.7,71,9.5,5,1,6.1,23.21,12.14,2.57,0
OH,127,510,yes,yes,43,227.7,7,233.2,90,236.9,2,12.7,12,4,38.71,19.82,10.66,3.43,1
OH,164,510,no,yes,34,177.1,160,190.0,118,198.3,156,14.1,16,5,30.11,16.15,8.92,3.81,1
TX,82,415,no,no,9,104.9,134,170.6,137,198.8,72,11.0,18,4,17.83,14.5,8.95,2.97,0
TX,229,510,no,yes,13,250.4,161,191.9,119,151.0,7,14.2,7,3,42.57,16.31,6.8,3.83,0
KY,147,510,no,no,26,156.5,70,289.0,160,180.1,75,8.7,16,5,26.6,24.56,8.1,2.35,0
KY,239,408,no,no,13,151.9,134,156.7,92,96.5,173,7.6,16,5,25.82,13.32,4.34,2.05,1
IN,156,408,no,yes,34,200.3,40,121.1,61,289.6,91,9.1,14,7,34.05,10.29,13.03,2.46,0
KY,168,510,no,no,32,241.7,117,233.4,81,319.7,105,10.1,0,7,41.09,19.84,14.39,2.73,0
OH,84,510,no,no,51,186.1,54,250.4,154,95.1,48,14.2,1,0,31.64,21.28,4.28,3.83,0
TX,113,408,no,no,0,182.3,6,272.6,6,122.6,42,9.0,19,1,30.99,23.17,5.52,2.43,0
KY,225,510,no,yes,33,142.4,83,182.4,99,273.6,137,11.0,9,0,24.21,15.5,12.31,2.97,0
KY,76,415,no,no,18,240.8,145,182.9,154,157.6,140,13.0,15,6,40.94,15.55,7.09,3.51,0
IN,122,415,no,no,23,186.6,77,300.6,73,274.8,1,11.3,3,7,31.72,25.55,12.37,3.05,1
FL,143,415,no,no,41,167.8,52,229.8,137,240.7,64,8.7,7,2,28.53,19.53,10.83,2.35,0
IN,41,510,no,yes,3,161.1,13,195.7,56,182.7,85,6.5,15,2,27.39,16.63,8.22,1.76,0
OH,167,408,no,no,35,235.4,148,225.2,29,251.0,96,13.3,6,6,40.02,19.14,11.3,3.59,1
TX,2,510,no,no,12,165.8,112,178.2,2,198.0,169,7.2,4,7,28.19,15.15,8.91,1.94,1
IN,191,510,no,yes,31,235.6,56,215.1,156,197.1,9,9.0,7,5,40.05,18.28,8.87,2.43,0
KY,29,408,no,no,8,154.5,90,214.2,13,228.5,62,10.1,2,7,26.26,18.21,10.28,2.73,0
TX,105,408,yes,no,38,219.0,45,241.7,76,242.8,102,13.4,2,1,37.23,20.54,10.93,3.62,1
TX,202,408,no,no,15,191.2,153,150.8,82,254.1,60,12.7,17,6,32.5,12.82,11.43,3.43,0
KY,194,415,yes,no,49,128.7,90,217.8,152,327.2,0,10.4,3,4,21.88,18.51,14.72,2.81,1
IN,51,510,no,no,2,175.3,151,141.7,137,219.7,153,13.3,3,5,29.8,12.04,9.89,3.59,0
KY,75,408,no,no,51,61.7,132,293.8,78,269.8,4,13.9,14,6,10.49,24.97,12.14,3.75,0
FL,205,510,no,no,19,139.8,101,179.0,37,268.3,34,8.7,14,8,23.77,15.22,12.07,2.35,0
TX,10,415,no,no,9,94.8,105,117.3,141,237.0,124,8.9,3,6,16.12,9.97,10.66,2.4,0
CA,142,415,yes,no,21,287.9,127,338.9,157,171.5,140,12.0,1,0,48.94,28.81,7.72,3.24,0
CA,210,408,no,no,47,95.4,31,173.9,39,259.2,26,14.6,2,4,16.22,14.78,11.66,3.94,0
OH,51,408,no,no,2,319.6,5,204.7,139,224.1,139,8.1,9,3,54.33,17.4,10.08,2.19,1
KY,118,510,no,no,10,207.8,73,115.2,141,130.4,93,5.0,0,7,35.33,9.79,5.87,1.35,0
KY,201,408,no,no,24,152.0,134,197.3,128,254.7,49,11.8,17,6,25.84,16.77,11.46,3.19,1
OH,121,510,no,yes,41,223.5,28,283.6,67,112.2,158,13.7,4,3,38.0,24.11,5.05,3.7,0
OH,39,408,no,yes,47,145.2,33,235.2,48,235.0,68,10.3,8,2,24.68,19.99,10.58,2.78,0
OH,28,510,no,no,7,103.9,6,115.0,17,170.2,164,17.1,19,5,17.66,9.78,7.66,4.62,0
TX,3,510,no,yes,8,184.3,80,161.8,163,208.8,1,7.7,5,7,31.33,13.75,9.4,2.08,1
FL,84,510,no,yes,14,217.8,76,245.9,63,124.7,101,8.0,18,2,37.03,20.9,5.61,2.16,0
KY,198,510,yes,no,31,249.0,57,231.8,95,160.9,2,8.0,8,4,42.33,19.7,7.24,2.16,0
TX,155,415,no,yes,2,206.9,84,175.7,27,171.7,147,10.2,17,0,35.17,14.93,7.73,2.75,0
OH,117,510,no,yes,3,151.4,158,219.9,159,191.8,129,10.3,14,7,25.74,18.69,8.63,2.78,1
KY,2,408,no,no,29,254.9,72,140.1,24,167.9,41,7.9,14,6,43.33,11.91,7.56,2.13,0
TX,93,415,no,no,12,242.8,44,134.6,147,218.8,42,13.0,13,7,41.28,11.44,9.85,3.51,1
FL,166,415,no,no,43,194.5,46,75.3,160,225.8,20,10.7,2,1,33.07,6.4,10.16,2.89,0
TX,131,510,no,no,20,245.4,76,246.3,29,175.9,44,7.2,7,6,41.72,20.94,7.92,1.94,0
FL,144,415,yes,no,40,298.0,72,194.7,164,202.1,19,11.7,18,3,50.66,16.55,9.09,3.16,1
OH,94,510,no,no,45,150.6,115,200.2,101,228.7,170,8.9,10,1,25.6,17.02,10.29,2.4,0
FL,40,408,yes,no,18,131.4,29,46.5,116,78.8,42,10.3,3,8,22.34,3.95,3.55,2.78,0
KY,2,510,no,yes,38,149.1,70,197.5,105,223.9,23,12.4,14,4,25.35,16.79,10.08,3.35,0
OH,81,415,no,yes,47,107.1,144,227.6,73,165.3,81,12.7,9,6,18.21,19.35,7.44,3.43,0
KY,169,408,no,no,21,211.9,102,95.5,68,56.2,83,12.5,19,3,36.02,8.12,2.53,3.38,0
CA,12,510,no,no,19,93.1,132,202.2,7,178.8,59,10.1,10,3,15.83,17.19,8.05,2.73,1
IN,163,408,no,no,36,248.3,103,196.7,122,145.6,31,7.4,8,2,42.21,16.72,6.55,2.0,0
FL,235,408,no,no,30,143.7,121,176.7,96,174.7,121,9.1,16,0,24.43,15.02,7.86,2.46,0
IN,65,415,no,no,9,253.4,128,265.4,100,225.2,4,10.1,8,1,43.08,22.56,10.13,2.73,0
IN,55,408,no,no,17,41.9,30,253.4,0,245.9,129,14.2,8,8,7.12,21.54,11.07,3.83,0
FL,45,415,no,no,42,159.2,162,365.9,94,269.6,153,8.6,8,0,27.06,31.1,12.13,2.32,0
OH,207,408,no,yes,38,110.2,108,139.4,6,272.9,24,10.5,1,4,18.73,11.85,12.28,2.84,0
CA,218,510,no,no,45,253.1,71,221.4,61,144.0,85,6.7,12,1,43.03,18.82,6.48,1.81,0
KY,101,408,no,yes,19,270.7,157,275.0,110,265.3,166,10.9,0,3,46.02,23.38,11.94,2.94,0
TX,213,510,no,no,17,53.4,126,165.4,86,133.9,85,9.9,5,6,9.08,14.06,6.03,2.67,0
KY,62,510,no,no,10,226.8,84,284.6,86,257.1,74,9.7,5,4,38.56,24.19,11.57,2.62,0
TX,49,408,no,no,21,237.7,14,218.2,122,230.8,10,12.3,15,0,40.41,18.55,10.39,3.32,0
KY,127,510,yes,no,43,197.6,55,112.7,7,209.2,67,8.1,11,2,33.59,9.58,9.41,2.19,0
FL,223,408,no,no,17,211.8,26,135.7,63,152.1,96,13.8,14,8,36.01,11.53,6.84,3.73,0
CA,153,408,no,no,33,207.9,1,171.0,135,264.7,145,7.9,6,0,35.34,14.54,11.91,2.13,0
TX,23,510,no,no,22,227.0,73,195.6,130,145.6,107,13.7,1,3,38.59,16.63,6.55,3.7,0
OH,152,510,no,no,0,121.0,63,261.9,126,198.8,121,5.7,11,4,20.57,22.26,8.95,1.54,0
KY,38,415,no,no,9,244.8,4,195.5,126,203.7,155,10.8,19,2,41.62,16.62,9.17,2.92,0
KY,28,510,no,no,0,191.3,90,260.0,159,108.3,41,11.6,1,2,32.52,22.1,4.87,3.13,0
TX,21,415,no,yes,37,188.1,67,205.4,115,208.0,59,9.0,3,0,31.98,17.46,9.36,2.43,0
OH,182,510,no,no,38,210.6,140,200.6,48,140.8,149,10.8,2,5,35.8,17.05,6.34,2.92,0
OH,107,408,no,no,48,111.4,80,185.4,165,277.8,167,9.0,1,3,18.94,15.76,12.5,2.43,0
FL,146,510,no,no,8,96.1,84,249.1,129,346.0,61,11.2,17,7,16.34,21.17,15.57,3.02,0
FL,164,408,no,no,30,173.5,22,206.5,126,160.4,130,10.7,2,5,29.5,17.55,7.22,2.89,0
FL,99,408,no,no,6,263.4,96,163.4,136,178.8,70,16.0,9,2,44.78,13.89,8.05,4.32,0
FL,173,408,no,no,16,116.0,123,216.6,45,209.0,120,6.3,11,6,19.72,18.41,9.4,1.7,0
FL,119,415,yes,no,34,189.5,36,177.1,64,88.7,19,10.5,3,2,32.22,15.05,3.99,2.84,0
FL,73,510,no,no,47,141.3,29,174.4,156,288.7,70,8.9,19,8,24.02,14.82,12.99,2.4,0
CA,181,408,no,yes,36,134.0,150,259.1,89,182.8,153,10.3,6,7,22.78,22.02,8.23,2.78,0
OH,230,408,no,no,51,207.0,161,192.0,28,178.4,168,9.6,19,2,35.19,16.32,8.03,2.59,0
FL,122,415,yes,yes,17,221.0,116,306.7,32,237.2,130,9.1,18,1,37.57,26.07,10.67,2.46,0
OH,30,510,no,yes,32,137.5,8,236.8,27,204.6,170,8.6,7,2,23.38,20.13,9.21,2.32,0
OH,188,510,yes,no,3,254.9,131,161.7,94,208.9,144,11.9,2,3,43.33,13.74,9.4,3.21,0
IN,108,415,yes,yes,22,202.8,65,158.3,82,245.6,83,9.0,14,2,34.48,13.46,11.05,2.43,1
CA,98,415,no,no,10,166.9,119,138.0,111,193.2,97,9.9,7,8,28.37,11.73,8.69,2.67,0
FL,32,510,no,no,51,198.8,123,230.3,153,139.3,160,10.5,17,1,33.8,19.58,6.27,2.84,0
KY,195,415,no,no,8,290.0,160,157.2,113,266.1,59,8.0,13,7,49.3,13.36,11.97,2.16,1
TX,195,510,no,no,29,220.7,159,86.7,28,168.4,67,11.6,18,6,37.52,7.37,7.58,3.13,0
KY,156,510,no,no,7,142.3,43,117.4,138,171.3,104,7.4,3,0,24.19,9.98,7.71,2.0,0
CA,172,408,yes,no,39,179.0,108,144.8,101,212.5,135,11.3,2,5,30.43,12.31,9.56,3.05,0
TX,79,408,no,yes,4,187.1,36,216.8,161,129.5,160,11.1,8,5,31.81,18.43,5.83,3.0,0
CA,41,510,no,no,11,215.9,66,195.9,103,212.9,152,9.6,9,8,36.7,16.65,9.58,2.59,1
OH,63,510,no,no,0,192.9,59,247.1,47,251.2,110,7.0,7,7,32.79,21.0,11.3,1.89,0
TX,23,510,no,no,14,282.3,35,154.6,154,285.3,134,10.0,19,6,47.99,13.14,12.84,2.7,1
OH,104,510,no,no,24,167.8,48,183.8,123,240.0,58,7.2,1,6,28.53,15.62,10.8,1.94,0
KY,75,510,no,no,17,86.6,106,287.4,167,257.9,32,9.7,0,4,14.72,24.43,11.61,2.62,0
KY,48,510,no,no,37,191.6,7,182.9,158,165.5,40,12.1,3,1,32.57,15.55,7.45,3.27,0
TX,160,415,no,no,41,156.2,40,211.2,166,244.6,160,10.0,15,4,26.55,17.95,11.01,2.7,0
TX,57,510,no,yes,45,98.8,100,167.2,110,189.7,28,13.4,4,0,16.8,14.21,8.54,3.62,0
FL,118,415,no,no,25,142.0,112,188.7,23,262.6,166,10.8,17,5,24.14,16.04,11.82,2.92,0
CA,100,415,no,no,39,160.6,108,223.8,22,205.5,104,12.1,13,1,27.3,19.02,9.25,3.27,0
FL,124,510,no,no,2,241.5,85,232.9,154,258.2,100,11.9,12,0,41.06,19.8,11.62,3.21,0
CA,161,510,no,yes,21,99.9,77,205.9,15,208.7,63,13.8,15,0,16.98,17.5,9.39,3.73,0
FL,152,415,yes,no,25,198.9,54,187.0,26,158.6,85,6.5,14,0,33.81,15.9,7.14,1.76,1
OH,167,415,no,no,18,299.9,109,206.5,132,202.1,65,8.6,18,3,50.98,17.55,9.09,2.32,1
TX,34,510,yes,yes,43,170.6,145,163.2,34,182.1,113,10.1,3,4,29.0,13.87,8.19,2.73,1
KY,184,510,no,no,43,169.0,64,189.2,55,270.1,121,12.2,18,4,28.73,16.08,12.15,3.29,0
CA,156,415,no,no,46,218.9,63,216.6,126,126.8,8,10.5,12,0,37.21,18.41,5.71,2.84,0
CA,165,415,no,no,38,208.2,139,249.3,151,109.4,28,10.0,10,5,35.39,21.19,4.92,2.7,0
KY,7,415,no,no,35,256.5,117,154.4,137,215.8,96,12.8,17,2,43.6,13.12,9.71,3.46,0
FL,196,408,no,no,20,171.0,41,191.1,37,182.5,73,9.1,10,3,29.07,16.24,8.21,2.46,1
CA,165,415,no,yes,40,217.9,116,149.7,8,138.1,123,9.0,0,4,37.04,12.72,6.21,2.43,0
OH,56,408,yes,no,47,218.8,49,177.8,68,198.1,155,11.4,14,3,37.2,15.11,8.91,3.08,0
TX,65,510,yes,yes,25,161.9,163,250.0,166,214.4,109,16.5,9,3,27.52,21.25,9.65,4.46,0
KY,193,510,no,no,12,173.8,47,173.2,4,266.3,52,9.9,3,0,29.55,14.72,11.98,2.67,0
TX,47,415,no,yes,35,179.4,72,195.2,83,100.0,173,8.3,5,1,30.5,16.59,4.5,2.24,0
CA,148,510,no,no,23,113.2,135,138.2,138,210.0,166,8.5,1,1,19.24,11.75,9.45,2.3,0
CA,19,510,no,no,40,159.0,152,171.9,59,288.6,75,9.0,16,1,27.03,14.61,12.99,2.43,0
KY,157,510,no,yes,25,260.8,134,122.6,154,286.1,57,13.6,11,0,44.34,10.42,12.87,3.67,0
OH,202,510,no,yes,20,236.0,105,213.9,134,205.0,133,9.0,4,7,40.12,18.18,9.22,2.43,0
IN,188,408,no,no,17,148.7,7,218.4,66,168.1,44,10.8,18,0,25.28,18.56,7.56,2.92,0
KY,146,408,no,yes,14,179.1,109,216.8,68,185.4,167,9.8,5,7,30.45,18.43,8.34,2.65,0
IN,220,415,no,yes,14,232.5,30,220.1,76,146.8,150,6.5,16,0,39.53,18.71,6.61,1.76,0
FL,163,415,no,no,5,203.9,11,216.9,143,176.2,116,9.1,18,2,34.66,18.44,7.93,2.46,0
IN,171,415,yes,no,42,223.2,126,123.7,117,204.2,121,3.3,19,8,37.94,10.51,9.19,0.89,0
OH,239,510,no,no,30,208.8,56,160.6,11,225.4,169,10.5,2,7,35.5,13.65,10.14,2.84,0
FL,223,510,no,no,27,191.6,139,87.8,26,246.1,165,11.3,7,1,32.57,7.46,11.07,3.05,0
IN,219,408,no,no,7,171.0,26,176.8,160,194.0,143,7.7,4,3,29.07,15.03,8.73,2.08,0
FL,126,408,no,no,28,115.5,45,156.5,84,190.0,73,8.5,4,7,19.64,13.3,8.55,2.3,1
IN,139,415,no,no,20,217.4,134,198.1,107,247.3,174,6.4,16,8,36.96,16.84,11.13,1.73,0
OH,49,408,no,yes,16,168.0,60,323.0,54,181.5,148,4.0,18,6,28.56,27.46,8.17,1.08,0
IN,113,408,no,no,48,91.0,57,239.1,51,237.7,73,5.9,18,0,15.47,20.32,10.7,1.59,0
IN,38,408,yes,no,23,150.5,12,276.5,36,110.8,148,11.8,9,7,25.58,23.5,4.99,3.19,1
IN,64,408,no,no,49,226.0,99,241.1,112,225.2,24,9.2,2,0,38.42,20.49,10.13,2.48,0
KY,69,408,no,yes,35,76.5,48,195.0,119,314.1,123,10.6,12,8,13.0,16.58,14.13,2.86,0
KY,136,415,no,no,30,124.4,34,199.5,14,150.0,60,15.5,15,7,21.15,16.96,6.75,4.19,0
KY,162,415,yes,no,46,187.4,93,243.2,83,277.4,97,12.7,11,3,31.86,20.67,12.48,3.43,1
OH,176,408,no,yes,33,255.9,94,212.4,82,237.5,53,11.5,16,3,43.5,18.05,10.69,3.11,0
FL,116,415,no,no,1,234.0,144,185.6,64,247.2,59,8.7,1,3,39.78,15.78,11.12,2.35,0
CA,184,510,no,no,41,261.1,71,271.3,2,236.2,169,14.2,15,5,44.39,23.06,10.63,3.83,1
IN,204,408,no,no,2,191.2,122,222.2,104,165.7,31,13.3,10,1,32.5,18.89,7.46,3.59,0
IN,230,510,no,yes,29,168.7,9,128.7,132,129.6,52,12.4,0,3,28.68,10.94,5.83,3.35,0
OH,65,415,no,no,7,225.5,161,191.0,136,225.6,171,10.0,11,3,38.34,16.24,10.15,2.7,0
IN,31,415,no,no,51,131.4,3,202.5,128,193.4,138,7.5,5,7,22.34,17.21,8.7,2.03,0
KY,132,510,no,no,6,127.2,124,179.8,29,124.8,117,14.1,18,1,21.62,15.28,5.62,3.81,0
CA,113,415,no,yes,11,117.6,28,180.7,70,175.5,46,12.4,4,7,19.99,15.36,7.9,3.35,0
TX,109,408,no,yes,18,238.8,45,179.1,147,143.1,89,9.5,2,1,40.6,15.22,6.44,2.57,0
IN,178,510,no,no,25,134.9,76,110.8,92,303.6,59,9.3,17,8,22.93,9.42,13.66,2.51,1
KY,69,408,no,yes,27,234.0,58,101.9,26,245.5,35,6.7,17,8,39.78,8.66,11.05,1.81,1
TX,158,510,no,no,14,188.0,65,167.3,62,147.2,160,12.1,11,5,31.96,14.22,6.62,3.27,1
CA,120,415,yes,no,13,239.5,161,180.0,80,227.1,41,10.5,17,4,40.72,15.3,10.22,2.84,0
TX,88,510,yes,no,47,120.3,106,133.0,30,137.4,12,11.1,9,6,20.45,11.31,6.18,3.0,0
KY,187,510,no,no,13,146.2,85,148.8,146,101.8,141,12.5,3,7,24.85,12.65,4.58,3.38,0
FL,67,408,yes,yes,2,204.5,132,187.3,113,162.3,114,11.9,19,7,34.76,15.92,7.3,3.21,1
FL,75,415,no,yes,49,156.7,8,251.6,101,191.9,100,7.6,18,2,26.64,21.39,8.64,2.05,0
TX,45,408,no,yes,28,45.4,19,248.3,92,220.7,121,10.1,3,2,7.72,21.11,9.93,2.73,0
OH,4,415,no,no,5,105.9,148,249.9,134,247.0,167,11.1,10,4,18.0,21.24,11.12,3.0,1
TX,154,408,no,no,48,119.9,126,149.5,164,180.7,64,11.3,2,4,20.38,12.71,8.13,3.05,1
IN,155,510,no,yes,22,123.9,16,188.9,70,236.4,132,5.7,14,1,21.06,16.06,10.64,1.54,0
IN,174,408,no,no,27,216.8,11,261.8,85,113.7,157,7.3,15,4,36.86,22.25,5.12,1.97,0
FL,107,415,no,no,13,198.2,81,111.8,135,279.2,116,11.8,11,0,33.69,9.5,12.56,3.19,0
OH,192,415,no,no,13,188.8,66,177.0,27,115.6,172,11.7,17,6,32.1,15.05,5.2,3.16,1
KY,219,510,yes,yes,19,288.5,132,211.1,81,173.3,100,14.3,5,6,49.04,17.94,7.8,3.86,1
IN,234,415,no,yes,12,243.5,52,114.7,94,162.0,38,5.8,14,0,41.4,9.75,7.29,1.57,0
FL,51,408,no,yes,26,223.3,146,221.4,16,122.4,139,12.4,1,2,37.96,18.82,5.51,3.35,0
CA,50,510,no,no,34,99.3,144,277.3,138,217.9,161,11.0,11,7,16.88,23.57,9.81,2.97,0
FL,6,415,yes,yes,44,183.2,53,261.2,142,292.2,108,7.2,9,8,31.14,22.2,13.15,1.94,1
IN,59,415,no,no,1,196.1,67,191.1,157,102.0,13,5.2,3,2,33.34,16.24,4.59,1.4,0
IN,125,408,no,no,40,157.6,34,240.7,94,76.2,165,12.5,7,5,26.79,20.46,3.43,3.38,0
FL,143,408,no,no,44,272.1,87,114.2,120,152.8,143,7.3,14,5,46.26,9.71,6.88,1.97,1
KY,30,510,no,no,39,182.8,140,213.9,5,187.3,105,6.5,18,5,31.08,18.18,8.43,1.76,1
TX,170,415,no,yes,47,113.7,160,184.8,11,241.4,74,11.2,15,4,19.33,15.71,10.86,3.02,0
IN,229,408,no,no,23,126.1,14,192.5,86,174.1,78,10.0,12,5,21.44,16.36,7.83,2.7,0
FL,122,510,no,no,28,303.2,14,205.2,102,100.5,111,11.6,14,5,51.54,17.44,4.52,3.13,0
FL,125,415,no,no,2,157.3,30,219.4,103,269.3,66,11.2,13,5,26.74,18.65,12.12,3.02,0
OH,37,415,no,no,44,67.8,106,127.4,163,150.6,138,19.0,14,7,11.53,10.83,6.78,5.13,1
TX,170,510,no,no,3,147.6,155,151.0,34,234.1,10,12.0,11,5,25.09,12.84,10.53,3.24,1
CA,124,510,no,yes,49,81.4,9,187.2,66,138.5,15,11.8,10,2,13.84,15.91,6.23,3.19,0
KY,101,408,no,yes,1,229.5,56,111.1,105,190.1,165,7.6,2,6,39.02,9.44,8.55,2.05,1
CA,35,415,no,yes,19,74.4,160,206.9,91,219.2,157,14.2,13,5,12.65,17.59,9.86,3.83,0
TX,87,415,no,no,14,104.3,6,241.6,62,153.8,168,8.6,1,8,17.73,20.54,6.92,2.32,1
TX,134,415,no,yes,48,180.2,132,269.6,82,222.9,0,7.5,17,3,30.63,22.92,10.03,2.03,0
TX,196,510,no,no,31,239.9,124,204.8,167,180.6,123,9.4,2,0,40.78,17.41,8.13,2.54,0
CA,18,408,no,no,41,176.3,118,294.3,81,175.3,37,11.2,8,5,29.97,25.02,7.89,3.02,0
TX,201,415,no,no,0,112.1,79,198.2,30,281.5,113,8.8,10,8,19.06,16.85,12.67,2.38,0
FL,113,510,no,no,37,189.9,123,137.2,36,219.2,97,7.6,2,7,32.28,11.66,9.86,2.05,0
CA,29,415,no,no,34,154.7,56,197.2,132,226.4,59,7.6,4,1,26.3,16.76,10.19,2.05,0
TX,77,408,no,yes,50,241.2,71,189.7,114,239.8,18,10.6,8,2,41.0,16.12,10.79,2.86,0
FL,59,415,no,yes,6,226.2,27,225.8,120,231.1,123,11.5,9,7,38.45,19.19,10.4,3.11,0
OH,175,408,no,no,44,151.0,35,213.5,131,219.3,99,11.7,5,8,25.67,18.15,9.87,3.16,0
TX,126,408,no,no,12,222.1,55,210.0,117,267.0,67,5.8,5,7,37.76,17.85,12.01,1.57,1
CA,145,415,no,yes,48,194.6,115,248.3,153,149.4,137,7.8,10,0,33.08,21.11,6.72,2.11,0
IN,109,415,yes,no,0,253.8,58,178.5,151,208.0,16,12.5,16,2,43.15,15.17,9.36,3.38,0
TX,224,408,no,yes,13,219.8,122,226.9,166,183.3,79,8.9,1,7,37.37,19.29,8.25,2.4,0
IN,240,510,no,no,28,209.5,65,214.0,37,207.6,84,10.5,8,0,35.62,18.19,9.34,2.84,0
FL,22,408,no,no,2,251.7,8,205.7,109,162.3,91,17.1,17,6,42.79,17.48,7.3,4.62,0
OH,68,415,no,no,45,180.8,133,196.7,146,112.4,28,3.9,4,3,30.74,16.72,5.06,1.05,0
KY,69,415,no,no,23,138.3,118,136.4,25,243.2,133,9.7,5,6,23.51,11.59,10.94,2.62,0
OH,165,510,no,no,0,190.8,121,187.3,126,330.3,118,11.9,3,3,32.44,15.92,14.86,3.21,0
TX,233,408,no,yes,47,160.8,64,190.5,51,258.1,121,7.3,8,7,27.34,16.19,11.61,1.97,0
IN,49,408,no,yes,9,212.6,130,163.9,117,246.8,110,9.6,4,5,36.14,13.93,11.11,2.59,0
IN,141,408,no,no,12,183.3,164,132.1,60,213.8,158,6.8,3,7,31.16,11.23,9.62,1.84,0
CA,162,415,no,no,35,201.8,126,172.2,149,191.6,152,11.6,8,0,34.31,14.64,8.62,3.13,0
IN,109,408,no,no,8,115.0,86,176.3,144,194.8,86,8.2,17,8,19.55,14.99,8.77,2.21,0
CA,86,510,no,no,13,207.4,32,133.0,138,194.2,148,8.8,10,8,35.26,11.31,8.74,2.38,0
FL,53,415,no,yes,35,110.6,136,132.9,110,165.0,15,12.4,15,5,18.8,11.3,7.42,3.35,0
KY,123,415,no,no,9,231.9,52,95.4,166,110.6,131,11.5,1,8,39.42,8.11,4.98,3.11,0
TX,87,408,no,no,39,232.0,91,214.8,48,210.7,106,12.6,15,5,39.44,18.26,9.48,3.4,1
CA,179,510,no,no,22,198.8,50,248.9,106,185.0,173,14.7,18,5,33.8,21.16,8.32,3.97,1
KY,131,415,no,no,34,196.7,70,200.8,92,261.5,7,10.2,9,3,33.44,17.07,11.77,2.75,0
IN,42,415,no,no,6,167.9,153,179.8,123,239.9,133,15.7,3,2,28.54,15.28,10.8,4.24,0
IN,98,408,no,no,41,147.4,143,130.5,60,90.3,124,10.5,11,2,25.06,11.09,4.06,2.84,0
KY,160,408,no,no,34,179.2,39,89.8,139,292.5,127,13.6,8,1,30.46,7.63,13.16,3.67,0
IN,109,510,no,yes,1,287.1,38,198.4,140,172.1,52,9.9,12,3,48.81,16.86,7.74,2.67,0
FL,51,408,no,no,14,192.4,163,230.8,57,180.5,118,12.3,4,8,32.71,19.62,8.12,3.32,0
FL,241,510,no,yes,8,107.3,120,158.4,10,109.4,90,8.8,1,6,18.24,13.46,4.92,2.38,0
KY,85,415,no,yes,46,87.7,84,252.8,158,214.4,62,13.6,2,2,14.91,21.49,9.65,3.67,0
CA,174,510,yes,no,16,102.3,136,165.6,138,222.2,133,13.1,7,7,17.39,14.08,10.0,3.54,1
CA,127,510,no,no,38,159.6,36,254.2,121,292.6,106,9.4,5,8,27.13,21.61,13.17,2.54,0
KY,236,510,no,yes,51,248.4,86,161.0,104,246.0,160,10.4,4,0,42.23,13.68,11.07,2.81,0
CA,21,415,no,no,17,124.7,128,66.9,35,172.8,1,7.5,3,0,21.2,5.69,7.78,2.03,0
CA,44,408,no,yes,14,256.8,62,231.3,129,104.3,168,12.5,19,8,43.66,19.66,4.69,3.38,1
FL,139,415,no,no,17,189.7,42,153.9,86,168.9,15,12.3,15,8,32.25,13.08,7.6,3.32,0
CA,103,408,no,no,23,206.1,155,122.9,60,256.4,101,6.7,7,6,35.04,10.45,11.54,1.81,0
OH,68,510,no,no,22,204.6,99,224.1,163,178.5,118,15.9,11,2,34.78,19.05,8.03,4.29,0
